название,описание,цена,картинка
Ноутбук Lenovo IdeaPad Gaming 3 15IHU6 Intel Core i5-11300H 16GB DDR 512GB SSD Nvidia RTX3050 4GB FHD DOS черный,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-11300H; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Nvidia RTX3050; Объем оперативной памяти: 16 GB DDR; Объем накопителя SSD: 512 GB; Вес: от 2.3 кг            ",83240 сом,https://www.kivano.kg/images/product/102268/1641440668_17560600.jpg
Ноутбук Lenovo IP3 Gaming 15IHU6 Intel Core i5-11300H 24GB DDR4 1000GB HDD + 512GB SSD NVIDIA RTX3050 FHD DOS Shadow Black,"



        Операционная система DOS; процессор Intel Core i5-11300H (4/8) 3100-4400 MHz; оперативная память 24 GB DDR4; накопитель 1000 GB HDD + 512 GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер NVIDIA RTX...            ",89610 сом,https://www.kivano.kg/images/product/106620/1652860889_44476600.jpg
Ноутбук Asus Vivobook Flip TM420UA AMD Ryzen 5 5500U 8GB DDR4 256GB SSD FHD Touch W10 Bespoke Black,"



        Операционная система Windows 10; процессор AMD Ryzen 5 5500U (6/12) 2100-4000 MHz; оперативная память 8GB DDR4; накопитель 256GB SSD; экран 14"" IPS 1920x1080 сенсорный; видеоадаптер Radeon Graphics            ",71750 сом,https://www.kivano.kg/images/product/108668/1657787000_89517400.jpg
Ноутбук Asus X540UB-DM538 Intel Core i3-7020U 4GB DDR4 240GB SSD NVIDIA MX110 FHD DOS Black,"



        Операционная система DOS; 2х-ядерный процессор; частота 2.3 ГГц; экран 15.6"" TN; видеоадаптер дискретный; оперативная память 4 Гб; накопитель SSD 240 Гб; вес от 1.9 кг            ",39320 сом,https://www.kivano.kg/images/product/82813/1597448359_83094800.jpg
Ноутбук Acer Aspire A315-56 Intel Core i3-1005G1 12GB DDR4 240GB SSD DOS Black,"



        Операционная система DOS; процессор Intel Core i3 (2/4) 1200 - 3400 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 12 GB DDR4; накопитель SSD 240 GB; DVDRW нет;...            ",42750 сом,https://www.kivano.kg/images/product/98685/1632984323_81636200.jpg
Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i3-1115G4 12GB DDR4 1000GB HDD + 512GB SSD FHD DOS Platinum Gray,"



        Операционная система DOS; процессор Intel Core i3-1115G4 (2/4) 3000-4100 MHz; оперативная память 12 GB DDR4; накопитель 1000 GB HDD + 512 GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер Intel Graphics            ",51330 сом,https://www.kivano.kg/images/product/105853/1651064127_18658500.jpg
Ноутбук Lenovo IP3 Gaming 15IHU6 Intel Core i5-11300H 32GB DDR4 1000GB HDD + 128GB SSD NVIDIA RTX3050 FHD DOS Shadow Black,"



        Операционная система DOS; процессор Intel Core i5-11300H (4/8) 3100-4400 MHz; оперативная память 32 GB DDR4; накопитель 1000 GB HDD + 128 GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер NVIDIA RTX...            ",89160 сом,https://www.kivano.kg/images/product/106621/1652860899_55339400.jpg
Ноутбук Lenovo Ideapad L3-15ITL6 Intel Core i3-1115G4 20GB DDR4 1000GB HDD + 512GB SSD FHD DOS Platinum Gray,"



        Операционная система DOS; процессор Intel Core i3-1115G4 (2/4) 3000-4100 MHz; оперативная память 20 GB DDR4; накопитель 1000 GB HDD + 512 GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер Intel Graphics            ",53950 сом,https://www.kivano.kg/images/product/105854/1651064145_63384300.jpg
Ноутбук Lenovo IP3 Gaming 15IHU6 Intel Core i5-11300H 32GB DDR4 1000GB HDD + 256GB SSD NVIDIA RTX3050 FHD DOS Shadow Black,"



        Операционная система DOS; процессор Intel Core i5-11300H (4/8) 3100-4400 MHz; оперативная память 32 GB DDR4; накопитель 1000 GB HDD + 256 GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер NVIDIA RTX...            ",90040 сом,https://www.kivano.kg/images/product/106622/1652860911_16605500.jpg
Ноутбук Acer Aspire A315-56 Intel Core i3-1005G1 8GB DDR4 480GB SSD DOS Black,"



        Операционная система DOS; процессор Intel Core i3 (2/4) 1200 - 3400 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 8 GB DDR4; накопитель SSD 480 GB; DVDRW нет;...            ",42040 сом,https://www.kivano.kg/images/product/98687/1632984392_30224800.jpg
Ноутбук Lenovo IP3 Gaming 15IHU6 Intel Core i5-11300H 32GB DDR4 1000GB HDD + 512GB SSD NVIDIA RTX3050 FHD DOS Shadow Black,"



        Операционная система DOS; процессор Intel Core i5-11300H (4/8) 3100-4400 MHz; оперативная память 32 GB DDR4; накопитель 1000 GB HDD + 512 GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер NVIDIA RTX...            ",92220 сом,https://www.kivano.kg/images/product/106623/1652860920_47274900.jpg
Ноутбук Lenovo S145-15IGM Intel Celeron N4000 4GB DDR4 128GB SSD Intel HD Graphics HD DOS черный,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Celeron N4000; Разрешение экрана: 1366x768 HD; Графический контроллер: Intel HD Graphics 620; Объем оперативной памяти: 4 GB; Объем накопителя SSD: 128 GB; Вес: от 1.85 кг            ",24460 сом,https://www.kivano.kg/images/product/108415/1657099957_07046100.jpg
Ноутбук Lenovo V15 IML Intel Core i5-10210U 8GB DDR4 1000GB HDD + 256GB SSD FHD DOS Gray,"



        Операционная система DOS; процессор Intel Core i5-10210U (4/8) 1600-4200 MHz; оперативная память 8GB DDR4; накопитель 1000GB HDD + 256GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер Intel Graphics            ",48440 сом,https://www.kivano.kg/images/product/108671/1657789055_50021600.jpg
Ноутбук Asus X543M Intel Celeron N4020 4GB DDR4 1000GB HDD DVDRW W10 Star Grey,"



        Операционная система Windows 10; процессор Intel Celeron (2/2) 1100 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 4 GB DDR4; накопитель HDD 1000 GB; DVDRW есть; вес от...            ",29390 сом,https://www.kivano.kg/images/product/93568/1622791085_78230700.jpg
Ноутбук Lenovo IdeaPad 3 15IIL05 Intel Core i3-1005G1 12GB DDR4 1000GB HDD + 128GB SSD Intel Graphics 620 HD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i3-1005G1; Разрешение экрана: 1366x768 HD; Графический контроллер: Intel HD Graphics 620; Объем оперативной памяти: 12 GB DDR4; Объем накопителя HDD: 1000 GB; Объем накопителя SSD: 128 GB; Вес: от 1.85...            ",42300 сом,https://www.kivano.kg/images/product/102016/1640835535_82750000.jpg
Ноутбук Asus VivoBook S333JA-DS51-WH Intel Core i5-1035G1 8GB DDR 512GB SSD Intel UHD Graphics G1 FHD W10 белый,"



        Тип: ноутбук; Операционная система: Windows 10; Процессор: Intel Core i5-1035G1; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Intel UHD Graphics G1; Объем оперативной памяти: 8 GB DDR4; Объем накопителя SSD: 512 GB; Вес: от 1.2 кг            ",83670 сом,https://www.kivano.kg/images/product/105600/1650529161_96486400.jpg
Ноутбук Lenovo IP3 Gaming 15IHU6 Intel Core i5-11300H 24GB DDR4 512GB SSD NVIDIA RTX3050 FHD DOS Shadow Black,"



        Операционная система DOS; процессор Intel Core i5-11300H (4/8) 3100-4400 MHz; оперативная память 24 GB DDR4; накопитель 512 GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер NVIDIA RTX 3050            ",86460 сом,https://www.kivano.kg/images/product/106624/1652860930_91983200.jpg
Ноутбук Lenovo S145-15IGM Intel Celeron N4000 4GB DDR4 1000GB HDD + 128GB SSD  Intel HD Graphics HD DOS Black,"



        Операционная система DOS; процессор Intel Celeron N4000 (2/2) 1100-2600 MHz; оперативная память 4 GB DDR4; накопитель 1000 GB HDD + 128GB SSD; экран 15.6"" TN 1366x768; видеоадаптер Intel Graphics            ",26850 сом,https://www.kivano.kg/images/product/108416/1657100148_90191500.jpg
Ноутбук Lenovo V15 IML Intel Core i5-10210U 12GB DDR4 1000GB HDD + 256GB SSD FHD DOS Gray,"



        Операционная система DOS; процессор Intel Core i5-10210U (4/8) 1600-4200 MHz; оперативная память 12GB DDR4; накопитель 1000GB HDD + 256GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер Intel Graphics            ",49410 сом,https://www.kivano.kg/images/product/108672/1657789066_91929900.jpg
Ноутбук Asus X543M Intel Celeron N4020 4GB DDR4 256GB SSD DVDRW DOS Star Grey,"



        Операционная система DOS; процессор Intel Celeron (2/2) 1100 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 4 GB DDR4; накопитель SSD 256 GB; DVDRW есть; вес от 1.9...            ",31590 сом,https://www.kivano.kg/images/product/93569/1622791817_10484900.jpg
Ноутбук Acer Aspire A315-56 Intel Core i3-1005G1 8GB DDR4 240GB SSD DOS Black,"



        Операционная система DOS; процессор Intel Core i3 (2/4) 1200 - 3400 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1366x768; оперативная память 8 GB DDR4; накопитель SSD 240 GB; DVDRW нет;...            ",39670 сом,https://www.kivano.kg/images/product/99969/1636093252_73722300.jpg
Ноутбук Lenovo IdeaPad 3 15IIL05 Intel Core i3-1005G1 12GB DDR4 1000GB HDD + 256GB SSD Intel Graphics 620 HD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i3-1005G1; Разрешение экрана: 1366x768 HD; Графический контроллер: Intel HD Graphics 620; Объем оперативной памяти: 12 GB DDR4; Объем накопителя HDD: 1000 GB; Объем накопителя SSD: 256 GB; Вес: от 1.85...            ",44050 сом,https://www.kivano.kg/images/product/102017/1640835629_00001300.jpg
Ноутбук Lenovo Ideapad 3-15IIL05 Intel Core i5-1035G1 4GB DDR 256GB SSD Intel HD Graphics 620 FHD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Core i5-1035G1; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Intel UHD Graphics 620; Объем оперативной памяти: 4 GB DDR; Объем накопителя SSD: 256 GB; Вес: от 1.8 кг            ",52200 сом,https://www.kivano.kg/images/product/105345/1649830123_39730300.jpg
Ноутбук Lenovo IP3 Gaming 15IHU6 Intel Core i5-11300H 32GB DDR4 512GB SSD NVIDIA RTX3050 FHD DOS Shadow Black,"



        Операционная система DOS; процессор Intel Core i5-11300H (4/8) 3100-4400 MHz; оперативная память 32 GB DDR4; накопитель 512 GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер NVIDIA RTX 3050            ",89950 сом,https://www.kivano.kg/images/product/106625/1652860943_94725000.jpg
Ноутбук Lenovo S145-15IGM Intel Celeron N4000 4GB DDR4 1000GB HDD + 240GB SSD Intel HD Graphics HD DOS Black,"



        Операционная система DOS; процессор Intel Celeron N4000 (2/2) 1100-2600 MHz; оперативная память 4 GB DDR4; накопитель 1000 GB HDD + 240 GB SSD; экран 15.6"" TN 1366x768; видеоадаптер Intel Graphics            ",27900 сом,https://www.kivano.kg/images/product/108417/1657100238_96061300.jpg
